palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao,CM
ABUSADO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/abusadoSm_Prog001.mp4,ABUSADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ABUSAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/abusarSm_Prog001.mp4,ABUSAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ACABAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acabar1Sm_Prog001.mp4,ACABAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ACABAR2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acabar2Sm_Prog001.mp4,ACABAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACABAR3.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acabar3Sm_Prog001.mp4,ACABAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACABAR4.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acabar4Sm_Prog001.mp4,ACABAR4.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ACAI.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acaiSm_Prog001.mp4,ACAI.mp4,SUBSTANTIVO,FRUTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ACALENTAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acalentarSm_Prog001.mp4,ACALENTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACALMAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acalmar1Sm_Prog001.mp4,ACALMAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ACALMAR2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acalmar2Sm_Prog001.mp4,ACALMAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ACAMPAMENTO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acampamentoSm_Prog001.mp4,ACAMPAMENTO.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg37a.jpg,cg37a
ACAMPAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acamparSm_Prog001.mp4,ACAMPAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg37a.jpg,cg37a
ACANHADO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acanhadoSm_Prog001.mp4,ACANHADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg,cg31
ACARICIAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acariciarSm_Prog001.mp4,ACARICIAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ACASALAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acasalarSm_Prog001.mp4,ACASALAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
ACATAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acatarSm_Prog001.mp4,ACATAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ACAUTELAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acautelarSm_Prog001.mp4,ACAUTELAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACEITAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aceitarSm_Prog001.mp4,ACEITAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ACELERAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acelerar1Sm_Prog001.mp4,ACELERAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACELERAR2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acelerar2Sm_Prog001.mp4,ACELERAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ACENAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acenarSm_Prog001.mp4,ACENAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ACENDER FAROL.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acender3Sm_Prog001.mp4,ACENDER FAROL.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ACENDER ISQUEIRO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acender4Sm_Prog001.mp4,ACENDER ISQUEIRO.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ACENDER LUZ.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acender2Sm_Prog001.mp4,ACENDER LUZ.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ACENDER VELA.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acender1Sm_Prog001.mp4,ACENDER VELA.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ACENTO1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acento1Sm_Prog001.mp4,ACENTO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACENTO2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acento2Sm_Prog001.mp4,ACENTO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACERCAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acercarSm_Prog001.mp4,ACERCAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ACERTAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acertar1Sm_Prog001.mp4,ACERTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACERTAR2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acertar2Sm_Prog001.mp4,ACERTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ACESO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acesoSm_Prog001.mp4,ACESO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ACESSO1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acesso1Sm_Prog001.mp4,ACESSO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACESSO2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acesso2Sm_Prog001.mp4,ACESSO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACHAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/achar1Sm_Prog001.mp4,ACHAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACHAR2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/achar2Sm_Prog001.mp4,ACHAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg,cg35a
ACIDENTE1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acidente1Sm_Prog001.mp4,ACIDENTE1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg40.jpg,cg40
ACIDENTE2.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acidente2Sm_Prog001.mp4,ACIDENTE2.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ACIMA.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acimaSm_Prog001.mp4,ACIMA.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ACLIVE.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acliveSm_Prog001.mp4,ACLIVE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ACNE.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acneSm_Prog001.mp4,ACNE.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ACO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acoSm_Prog001.mp4,ACO.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ACOITAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acoitarSm_Prog001.mp4,ACOITAR.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
ACOITE.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acoiteSm_Prog001.mp4,ACOITE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
ACOMODADO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acomodadoSm_Prog001.mp4,ACOMODADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ACOMODAR.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acomodarSm_Prog001.mp4,ACOMODAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ACOMPANHADO.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acompanhadoSm_Prog001.mp4,ACOMPANHADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ACOMPANHAR1.mp4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acompanhar1Sm_Prog001.mp4,ACOMPANHAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
